一次,Yí cì,한 번,수량사,这件事我只跟他说过一次，他就明白了。
四个小时,Sì gè xiǎoshí,4시간,수량사구,从首尔到机场大概需要四个小时。
组长,Zǔzhǎng,조장/팀장,명사,我们组长工作经验很丰富，也很关心同事。
小组长,Xiǎozǔzhǎng,소조장/소팀장,명사,她现在是我们部门的小组长，做事很认真。
照顾,Zhàogù,돌보다/챙기다,동사,我出差的时候，家人会帮我照顾孩子。
盯着,Dīngzhe,주시하다/바짝 관리하다,동사,上司一直盯着这个项目，所以大家都不敢大意。
混日子,Hùn rìzi,시간만 때우다,동사구,在公司里不能只想着混日子，还是要认真工作。
劳动法,Láodòngfǎ,노동법,명사,在公司里，劳动法很重要，会影响工作效率。
升职,Shēngzhí,승진하다,동사,如果工作能力强，将来升职的机会也会更多。
缺点,Quēdiǎn,단점,명사,每个人都有缺点，重要的是愿意改正。
努力,Nǔlì,열심히 하다/노력,동사/명사,为了实现梦想，我一直在努力。
功能,Gōngnéng,기능,명사,我买东西的时候很重视功能，不会只看价格。
各项,Gè xiàng,각 항목의,수식표현,我常常在说话的时候用到“各项”这个表达。
质量,Zhìliàng,품질,명사,我买东西的时候很重视质量，不会只看价格。
价格,Jiàgé,가격,명사,我买东西的时候很重视价格，不会只看价格。
高,Gāo,높다/비싸다,형용사,最近房价越来越高，很多年轻人压力很大。
改正,Gǎizhèng,고치다/바로잡다,동사,如果发现错误，就应该马上改正。
改进,Gǎijìn,개선하다,동사,为了提高质量，我们还需要继续改进。
拖延,Tuōyán,미루다/지연하다,동사,这个问题不能再拖延了，今天必须解决。
地方,Dìfang,부분/곳,명사,这个地方的环境很好，很适合散步。
做事,Zuòshì,일을 하다,동사,我喜欢做事认真、负责任的人。
打扫,Dǎsǎo,청소하다,동사,下班以后，我常常在家打扫，然后早点休息。
厕所,Cèsuǒ,화장실,명사,我家附近就有厕所，所以生活很方便。
房间,Fángjiān,방,명사,我家附近就有房间，所以生活很方便。
每周,Měi zhōu,매주,부사구,我每周都会去健身房运动两三次。
上班,Shàngbān,출근하다/근무하다,동사,我每天早上八点上班，下午五点下班。
下班,Xiàbān,퇴근하다,동사,下班以后，我常常去公园散步。
到点,Dào diǎn,시간이 되다,표현,到点了，我们先去吃饭吧。
马上,Mǎshàng,바로/즉시,부사,客户快到了，我马上过去。
剩,Shèng,남다,동사,冰箱里只剩一点水果了，明天得去买。
分钟,Fēnzhōng,분,명사,从我家到公司只要十分钟，很方便。
几,Jǐ,몇,의문사,你们公司离地铁站有几分钟？
参加,Cānjiā,참가하다/참석하다,동사,如果有机会，我想参加这次汉语比赛。
婚礼,Hūnlǐ,결혼식,명사,我觉得婚礼很重要，在生活中经常会用到。
会议,Huìyì,회의,명사,在公司里，会议很重要，会影响工作效率。
宴席,Yànxí,연회,명사,对我来说，宴席是不能忽视的问题。
接风宴,Jiēfēngyàn,환영 연회,명사,我觉得接风宴很重要，在生活中经常会用到。
唠叨,Láodao,잔소리하다,동사,遇到这种情况的时候，我一般会先唠叨。
管,Guǎn,관리하다/간섭하다,동사,为了提高工作效率，我上班以后会先管。
压力,Yālì,스트레스/압력,명사,我觉得压力不是好习惯，应该尽快改正。
不用,Bú yòng,~할 필요 없다,조동사구,遇到这种情况的时候，我一般会先不用。
本来,Běnlái,원래,부사,为了学好中文，我本来会做一些笔记。
反正,Fǎnzhèng,어쨌든,부사,我反正会提前到公司准备资料。
享受,Xiǎngshòu,즐기다,동사,遇到这种情况的时候，我一般会先享受。
难,Nán,어렵다,형용사,这家店的环境很难，我很喜欢。
准时,Zhǔnshí,제시간이다,형용사,从我家到公司大概需要准时。
下面,Xiàmian,아래,방위사,我常常在说话的时候用到“下面”这个表达。
副总,Fùzǒng,부사장,명사,对我来说，副总是不能忽视的问题。
行政副总,Xíngzhèng fùzǒng,행정부사장,명사,我觉得行政副总很重要，在生活中经常会用到。
技术总监,Jìshù zǒngjiān,기술총감,명사,我平时很喜欢技术总监，因为又方便又好吃。
生产副总,Shēngchǎn fùzǒng,생산부사장,명사,对我来说，生产副总是不能忽视的问题。
销售副总,Xiāoshòu fùzǒng,영업부사장,명사,我觉得销售副总很重要，在生活中经常会用到。
负责,Fùzé,담당하다,동사,遇到这种情况的时候，我一般会先负责。
人力资源部,Rénlì zīyuán bù,인사부,명사,对我来说，人力资源部是不能忽视的问题。
企划部,Qǐhuà bù,기획부,명사,我觉得企划部很重要，在生活中经常会用到。
财务部,Cáiwù bù,재무부,명사,最近我常常跟朋友聊到财务部这个话题。
总务部,Zǒngwù bù,총무부,명사,对我来说，总务部是不能忽视的问题。
市场部,Shìchǎng bù,시장부,명사,我觉得市场部很重要，在生活中经常会用到。
销售部,Xiāoshòu bù,영업부,명사,最近我常常跟朋友聊到销售部这个话题。
派来,Pài lái,파견해 오다,동사구,下班以后，我常常在家派来。
派驻,Pàizhù,파견하다,동사,为了提高效率，我每天都会派驻。
驻线员,Zhùxiànyuán,주재원,명사,从我家到公司大概需要驻线员。
分别,Fēnbié,각각,부사,为了学好中文，我分别会做一些笔记。
产品开发,Chǎnpǐn kāifā,제품 개발,명사,我觉得产品开发很重要，在生活中经常会用到。
生产,Shēngchǎn,생산,명사/동사,最近我常常跟朋友聊到生产这个话题。
性格,Xìnggé,성격,명사,对我来说，性格是不能忽视的问题。
相反,Xiāngfǎn,반대다/반대,형용사/명사,我觉得相反很重要，在生活中经常会用到。
外向,Wàixiàng,외향적,형용사,最近工作有点外向，所以大家都很累。
内向,Nèixiàng,내향적,형용사,这家店的环境很内向，我很喜欢。
比较,Bǐjiào,비교적/좀,부사,我比较会提前到公司准备资料。
变成,Biànchéng,~로 변하다,동사,遇到这种情况的时候，我一般会先变成。
能干,Nénggàn,유능하다,형용사,这家店的环境很能干，我很喜欢。
一边…一边…,Yìbiān… yìbiān…,~하면서 ~하다,문형,我觉得一边…一边…很重要，在生活中经常会用到。
照看,Zhàokàn,돌보다,동사,遇到这种情况的时候，我一般会先照看。
孩子,Háizi,아이,명사,对我来说，孩子是不能忽视的问题。
通宵,Tōngxiāo,밤새다,동사/명사,我觉得通宵很重要，在生活中经常会用到。
股票市场,Gǔpiào shìchǎng,주식시장,명사,从我家到公司大概需要股票市场。
牛市,Niúshì,상승장,명사,对我来说，牛市是不能忽视的问题。
熊市,Xióngshì,하락장,명사,我觉得熊市很重要，在生活中经常会用到。
词典,Cídiǎn,사전,명사,最近我常常跟朋友聊到词典这个话题。
查出来,Chá chūlái,찾아내다,동사구,我觉得查出来很重要，遇到问题的时候可以帮助我们。
省略,Shěnglüè,생략하다,동사,为了提高效率，我每天都会省略。
一般,Yìbān,일반적으로/보통,부사,周末我一般会跟家人一起出去吃饭。
说话,Shuōhuà,말하다,동사,下班以后，我常常在家说话。
可以,Kěyǐ,~할 수 있다/해도 된다,조동사,为了提高效率，我每天都会可以。
了解,Liǎojiě,이해하다/알다,동사,遇到这种情况的时候，我一般会先了解。
聊天,Liáotiān,대화하다,동사,下班以后，我常常在家聊天。
介绍,Jièshào,소개하다,동사,为了提高效率，我每天都会介绍。
中性,Zhōngxìng,중립적인,형용사,最近工作有点中性，所以大家都很累。
迷,Mí,~팬/덕후,접미/명사,对我来说，迷是不能忽视的问题。
球迷,Qiúmí,스포츠 팬,명사,我觉得球迷很重要，在生活中经常会用到。
足球迷,Zúqiúmí,축구팬,명사,最近我常常跟朋友聊到足球迷这个话题。
歌迷,Gēmí,가수 팬,명사,对我来说，歌迷是不能忽视的问题。
影迷,Yǐngmí,영화 팬,명사,我觉得影迷很重要，在生活中经常会用到。
狂,Kuáng,~광,접미/명사,最近我常常跟朋友聊到狂这个话题。
工作狂,Gōngzuòkuáng,일중독,명사,对我来说，工作狂是不能忽视的问题。
表面上,Biǎomiàn shang,겉으로는,부사,我表面上会提前到公司准备资料。
其实,Qíshí,사실은,부사,周末我其实会跟家人一起出去吃饭。
冷淡,Lěngdàn,냉담하다,형용사,这家店的环境很冷淡，我很喜欢。
接触,Jiēchù,접촉하다,동사,为了提高效率，我每天都会接触。
打交道,Dǎ jiāodào,교류하다/상대하다,동사,遇到这种情况的时候，我一般会先打交道。
年纪,Niánjì,나이,명사,对我来说，年纪是不能忽视的问题。
年龄,Niánlíng,연령,명사,我觉得年龄很重要，在生活中经常会用到。
岁,Suì,살,양사,我常常在说话的时候用到“岁”这个表达。
多元化,Duōyuánhuà,다원화,명사/형용사,对我来说，多元化是不能忽视的问题。
社会,Shèhuì,사회,명사,我觉得社会很重要，在生活中经常会用到。
选择,Xuǎnzé,선택(하다),명사/동사,最近我常常跟朋友聊到选择这个话题。
一…就…,Yì… jiù…,~하자마자 바로…,문형,对我来说，一…就…是不能忽视的问题。
停不下来,Tíng bu xiàlái,멈출 수 없다,표현,我觉得停不下来很重要，在生活中经常会用到。
停不了,Tíng bu liǎo,멈출 수 없다,표현,最近我常常跟朋友聊到停不了这个话题。
被,Bèi,~당하다,개사,我常常在说话的时候用到“被”这个表达。
别说…了,Bié shuō…le,~은 말할 것도 없다,관용표현,我常常在说话的时候用到“别说…了”这个表达。
霸凌,Bàlíng,괴롭힘,명사,最近我常常跟朋友聊到霸凌这个话题。
校园霸凌,Xiàoyuán bàlíng,학교폭력,명사,我家附近就有校园霸凌，所以生活很方便。
欺负,Qīfu,괴롭히다,동사,为了提高效率，我每天都会欺负。
都,Dōu,모두,부사,周末我都会跟家人一起出去吃饭。
跟踪,Gēnzōng,추적하다,동사,下班以后，我常常在家跟踪。
跟着,Gēnzhe,따라가다,동사,为了提高效率，我每天都会跟着。
前面,Qiánmiàn,앞,방위사,我常常在说话的时候用到“前面”这个表达。
后面,Hòumiàn,뒤,방위사,我常常在说话的时候用到“后面”这个表达。
足,Zú,발,명사,我觉得足很重要，在生活中经常会用到。
脚,Jiǎo,발,명사,最近我常常跟朋友聊到脚这个话题。
轻重缓急,Qīngzhòng huǎnjí,중요도·긴급도,명사,对我来说，轻重缓急是不能忽视的问题。
轻重,Qīngzhòng,경중,명사,我觉得轻重很重要，在生活中经常会用到。
缓急,Huǎnjí,완급,명사,最近我常常跟朋友聊到缓急这个话题。
分不清,Fēn bù qīng,구분하지 못하다,동사구,从我家到公司大概需要分不清。
双胞胎,Shuāngbāotāi,쌍둥이,명사,我觉得双胞胎很重要，在生活中经常会用到。
老大,Lǎodà,첫째,명사,最近我常常跟朋友聊到老大这个话题。
老二,Lǎoèr,둘째,명사,对我来说，老二是不能忽视的问题。
哥哥,Gēge,형/오빠,명사,我觉得哥哥很重要，在生活中经常会用到。
弟弟,Dìdi,남동생,명사,最近我常常跟朋友聊到弟弟这个话题。
倦怠,Juàndài,번아웃/권태,명사,对我来说，倦怠是不能忽视的问题。
职业倦怠,Zhíyè juàndài,직무 번아웃,명사,我觉得职业倦怠很重要，在生活中经常会用到。
现场专家,Xiànchǎng zhuānjiā,현장 전문가,명사,最近我常常跟朋友聊到现场专家这个话题。
目标,Mùbiāo,목표,명사,对我来说，目标是不能忽视的问题。
中文教育,Zhōngwén jiàoyù,중국어 교육,명사,我觉得中文教育很重要，对学习汉语很有帮助。
现场检查,Xiànchǎng jiǎnchá,현장 점검,명사,最近我常常跟朋友聊到现场检查这个话题。
驻在员,Zhùzàiyuán,주재원,명사,从我家到公司大概需要驻在员。
名胜景点,Míngshèng jǐngdiǎn,명승지,명사,我觉得名胜景点很重要，在生活中经常会用到。
沟通,Gōutōng,소통하다,동사,遇到这种情况的时候，我一般会先沟通。
物流,Wùliú,물류,명사,对我来说，物流是不能忽视的问题。
改进点,Gǎijìndiǎn,개선점,명사,我觉得改进点很重要，在生活中经常会用到。
推动解决,Tuīdòng jiějué,해결을 추진하다,동사구,遇到这种情况的时候，我一般会先推动解决。
总部,Zǒngbù,본사,명사,对我来说，总部是不能忽视的问题。
当地法人,Dāngdì fǎrén,현지 법인,명사,我觉得当地法人很重要，在生活中经常会用到。
桥梁作用,Qiáoliáng zuòyòng,가교 역할,명사,最近我常常跟朋友聊到桥梁作用这个话题。
贡献,Gòngxiàn,기여하다/기여,동사/명사,对我来说，贡献是不能忽视的问题。
羡慕,xiànmù,부러워하다,동사,为了提高效率，我每天都会羡慕。
富翁,fùwēng,큰부자,명사,最近我常常跟朋友聊到富翁这个话题。
有钱人,yǒuqiánrén,부자,명사,对我来说，有钱人是不能忽视的问题。
别人,biérén,다른 사람,대명사,我常常在说话的时候用到“别人”这个表达。
敢,gǎn,감히 ~하다,동사,遇到这种情况的时候，我一般会先敢。
不敢,bù gǎn,감히 ~하지 못하다,동사,下班以后，我常常在家不敢。
为什么,wèishénme,왜,의문사,我常常在说话的时候用到“为什么”这个表达。
很,hěn,매우,부사,周末我很会跟家人一起出去吃饭。
不是,bú shì,아니다,동사,下班以后，我常常在家不是。
吗,ma,~니?,의문조사,我觉得吗很重要，在生活中经常会用到。
或者,huòzhě,또는,접속사,周末我们可以去公园，或者去看电影。
不,bù,~않다,부사,为了学好中文，我不会做一些笔记。
有,yǒu,있다,동사,为了提高效率，我每天都会有。
人,rén,사람,명사,最近我常常跟朋友聊到人这个话题。
网约车,wǎngyuēchē,앱 호출 차량 서비스,명사,我平时很喜欢网约车，因为又方便又好吃。
专车,zhuānchē,전용차,명사,我平时很喜欢专车，因为又方便又好吃。
曹操专车,Cáocāo zhuānchē,차오차오 전용차,명사,我平时很喜欢曹操专车，因为又方便又好吃。
滴滴,Dīdī,디디(호출 서비스),명사,对我来说，滴滴是不能忽视的问题。
高德地图,Gāodé Dìtú,고덕지도(지도 앱),명사,我买东西的时候很重视高德地图，不会只看价格。
出租车,chūzūchē,택시,명사,最近我常常跟朋友聊到出租车这个话题。
司机,sījī,운전기사,명사,对我来说，司机是不能忽视的问题。
APP,APP,앱,명사,我买东西的时候很重视APP，不会只看价格。
下单,xiàdān,주문하다/콜 넣다,동사,从我家到公司大概需要下单。
接单,jiēdān,콜을 받다,동사,下班以后，我常常在家接单。
登录,dēnglù,로그인하다,동사,为了提高效率，我每天都会登录。
单,dān,주문/콜,명사,从我家到公司大概需要单。
附近,fùjìn,근처,명사,对我来说，附近是不能忽视的问题。
接收到,jiēshōudào,수신하다/받다,동사,为了提高效率，我每天都会接收到。
适应,shìyìng,적응하다,동사,遇到这种情况的时候，我一般会先适应。
只是,zhǐshì,단지,부사,为了学好中文，我只是会做一些笔记。
快,kuài,빠르다,형용사,我觉得这个办法很快，值得试一试。
拉,lā,(차로) 태우다,동사,周末我喜欢在家拉，因为这样更健康。
打车,dǎ chē,택시를 부르다,동사구,下班以后，我常常在家打车。
打个车,dǎ gè chē,택시 한 대 부르다,동사구,为了提高效率，我每天都会打个车。
倒车,dào chē,후진하다,동사,遇到这种情况的时候，我一般会先倒车。
拼车,pīnchē,카풀하다,동사,下班以后，我常常在家拼车。
可能性,kěnéngxìng,가능성,명사,我觉得可能性很重要，在生活中经常会用到。
七年,qī nián,7년,명사,从我家到公司大概需要七年。
以前,yǐqián,이전/전에,명사,对我来说，以前是不能忽视的问题。
以后,yǐhòu,이후/뒤에,명사,我觉得以后很重要，在生活中经常会用到。
最近,zuìjìn,최근,부사,周末我最近会跟家人一起出去吃饭。
很少,hěn shǎo,매우 적다,부사,为了学好中文，我很少会做一些笔记。
记,jì,기억하다,동사,为了提高效率，我每天都会记。
记得,jìde,기억하다(해내다),동사,遇到这种情况的时候，我一般会先记得。
清楚,qīngchu,분명하다,형용사,从我家到公司大概需要清楚。
记不清,jì bu qīng,기억이 분명하지 않다,동사구,从我家到公司大概需要记不清。
糊涂,hútu,헷갈리다,형용사,最近工作有点糊涂，所以大家都很累。
市中心,shìzhōngxīn,도심,명사,对我来说，市中心是不能忽视的问题。
上海,Shànghǎi,상하이,명사,我觉得上海很重要，在生活中经常会用到。
北京,Běijīng,베이징,명사,最近我常常跟朋友聊到北京这个话题。
西安,Xī’ān,시안,명사,对我来说，西安是不能忽视的问题。
厉害,lìhai,심하다,형용사,我觉得这个办法很厉害，值得试一试。
堵得厉害,dǔ de lìhai,심하게 막히다,동사구,遇到这种情况的时候，我一般会先堵得厉害。
赶不上,gǎn bu shàng,(시간에) 맞추지 못하다,동사,从我家到公司大概需要赶不上。
改,gǎi,바꾸다,동사,为了提高效率，我每天都会改。
飞机,fēijī,비행기,명사,我很喜欢飞机，因为可以放松心情，开阔眼界。
交通事故,jiāotōng shìgù,교통사고,명사,对我来说，交通事故是不能忽视的问题。
区间,qūjiān,구간,명사,我觉得区间很重要，在生活中经常会用到。
部分,bùfen,부분,명사,从我家到公司大概需要部分。
区域,qūyù,구역/지역,명사,对我来说，区域是不能忽视的问题。
一段路,yí duàn lù,한 구간의 도로,명사구,我觉得一段路很重要，在生活中经常会用到。
禁止,jìnzhǐ,금지하다,동사,遇到这种情况的时候，我一般会先禁止。
通行,tōngxíng,통행하다,동사,下班以后，我常常在家通行。
禁止通行,jìnzhǐ tōngxíng,통행 금지,동사구,为了提高效率，我每天都会禁止通行。
访问,fǎngwèn,방문하다,동사,我家附近就有访问，所以生活很方便。
领导,lǐngdǎo,지도자,명사,对我来说，领导是不能忽视的问题。
中央,zhōngyāng,중앙,명사,我觉得中央很重要，在生活中经常会用到。
习近平,Xí Jìnpíng,시진핑,고유명사,最近我常常跟朋友聊到习近平这个话题。
普京,Pǔjīng,푸틴,고유명사,对我来说，普京是不能忽视的问题。
金正恩,Jīn Zhèng’ēn,김정은,고유명사,我觉得金正恩很重要，在生活中经常会用到。
动,dòng,움직이다,동사,遇到这种情况的时候，我一般会先动。
内三环,nèi sān huán,베이징 내3환,명사,对我来说，内三环是不能忽视的问题。
禁行,jìnxíng,통행 금지,명사/동사,我觉得禁行很重要，在生活中经常会用到。
出行,chūxíng,이동/외출,명사/동사,最近我常常跟朋友聊到出行这个话题。
电动自行车,diàndòng zìxíngchē,전기 자전거,명사,对我来说，电动自行车是不能忽视的问题。
背包,bèibāo,배낭,명사,我觉得背包很重要，在生活中经常会用到。
装,zhuāng,담다/넣다,동사,遇到这种情况的时候，我一般会先装。
严格,yángé,엄격하다,형용사,这家店的环境很严格，我很喜欢。
几乎,jīhū,거의,부사,我几乎会提前到公司准备资料。
突然,tūrán,갑자기,부사,周末我突然会跟家人一起出去吃饭。
忽然,hūrán,문득,부사,为了学好中文，我忽然会做一些笔记。
差不多,chàbuduō,비슷하다/거의,형용사/부사,我觉得这个办法很差不多，值得试一试。
不太,bù tài,그다지 ~않다,부사,周末我不太会跟家人一起出去吃饭。
经常,jīngcháng,자주,부사,从我家到公司大概需要经常。
不怎么,bù zěnme,별로 ~하지 않다,부사,我不怎么会提前到公司准备资料。
组成,zǔchéng,구성하다,동사,遇到这种情况的时候，我一般会先组成。
字,zì,글자,명사,对我来说，字是不能忽视的问题。
词,cí,단어,명사,我觉得词很重要，在生活中经常会用到。
背,bèi,외우다,동사,遇到这种情况的时候，我一般会先背。
翻译,fānyì,번역,명사,对我来说，翻译是不能忽视的问题。
分辨,fēnbié,구별하다,동사,为了提高效率，我每天都会分辨。
太阳,tàiyáng,태양,명사,最近我常常跟朋友聊到太阳这个话题。
犬,quǎn,개,명사,对我来说，犬是不能忽视的问题。
房子,fángzi,집,명사,我家附近就有房子，所以生活很方便。
窗,chuāng,창문,명사,最近我常常跟朋友聊到窗这个话题。
屋顶,wūdǐng,지붕,명사,对我来说，屋顶是不能忽视的问题。
门,mén,문,명사,我觉得门很重要，在生活中经常会用到。
心,xīn,마음,명사,最近我常常跟朋友聊到心这个话题。
每天,měitiān,매일,부사,为了学好中文，我每天会做一些笔记。
经过,jīngguò,지나가다,동사,为了提高效率，我每天都会经过。
一眼,yìyǎn,한눈에,부사,周末我一眼会跟家人一起出去吃饭。
发现,fāxiàn,발견하다,동사,下班以后，我常常在家发现。
餐厅,cāntīng,식당,명사,我家附近就有餐厅，所以生活很方便。
注意,zhùyì,주의하다,동사,从我家到公司大概需要注意。
走来走去,zǒu lái zǒu qù,왔다 갔다 하다,동사구,下班以后，我常常在家走来走去。
存在,cúnzài,존재하다,동사,为了提高效率，我每天都会存在。
不存在,bù cúnzài,존재하지 않다,동사,遇到这种情况的时候，我一般会先不存在。
周一,Zhōuyī,월요일,명사,从我家到公司大概需要周一。
特别,tèbié,특히/매우,부사/형용사,我觉得这个办法很特别，值得试一试。
快到,kuài dào,거의 도착하다,동사구,遇到这种情况的时候，我一般会先快到。
几辆,jǐ liàng,몇 대,수량사구,我常常在说话的时候用到“几辆”这个表达。
车,chē,차,명사,我平时很喜欢车，因为又方便又好吃。
追尾,zhuīwěi,추돌하다,동사,遇到这种情况的时候，我一般会先追尾。
等,děng,기다리다,동사,下班以后，我常常在家等。
时间,shíjiān,시간,명사,从我家到公司大概需要时间。
交通工具,jiāotōng gōngjù,교통수단,명사,最近我常常跟朋友聊到交通工具这个话题。
电动车,diàndòngchē,전동 이동수단,명사,对我来说，电动车是不能忽视的问题。
觉得,juéde,생각하다/느끼다,동사,为了提高效率，我每天都会觉得。
什么,shénme,무엇,의문대명사,我常常在说话的时候用到“什么”这个表达。
更,gèng,더,부사,为了学好中文，我更会做一些笔记。
安全,ānquán,안전,명사,我觉得安全很重要，在生活中经常会用到。
问题,wèntí,문제,명사,我觉得问题不是好习惯，应该尽快改正。
乘客,chéngkè,승객,명사,对我来说，乘客是不能忽视的问题。
必须,bìxū,반드시 ~해야,조동사,为了提高效率，我每天都会必须。
系好,jì hǎo,(벨트 등) 단단히 매다,동사,遇到这种情况的时候，我一般会先系好。
安全带,ānquándài,안전벨트,명사,对我来说，安全带是不能忽视的问题。
入口,rùkǒu,입구,명사,我觉得入口很重要，在生活中经常会用到。
试乘,shìchéng,시승/시험 탑승,명사/동사,为了提高汉语水平，我每天晚上都会试乘。
稳,wěn,안정적이다,형용사,这家店的环境很稳，我很喜欢。
过,guò,통과하다/지나다,동사,为了提高效率，我每天都会过。
弯道,wāndào,커브,명사,最近我常常跟朋友聊到弯道这个话题。
驾驶室,jiàshǐshì,운전실,명사,对我来说，驾驶室是不能忽视的问题。
前方,qiánfāng,전방,명사,我家附近就有前方，所以生活很方便。
玻璃,bōli,유리,명사,最近我常常跟朋友聊到玻璃这个话题。
隔板,gébǎn,칸막이,명사,对我来说，隔板是不能忽视的问题。
手动,shǒudòng,수동으로,부사/형용사,我觉得这个办法很手动，值得试一试。
滑出,huáchū,슬라이드로 꺼내다,동사,遇到这种情况的时候，我一般会先滑出。
操作装置,cāozuò zhuāngzhì,조작 장치,명사,对我来说，操作装置是不能忽视的问题。
屏幕,píngmù,화면,명사,我觉得屏幕很重要，在生活中经常会用到。
看到,kàndào,보다/확인하다,동사,遇到这种情况的时候，我一般会先看到。
车道,chēdào,차선,명사,我平时很喜欢车道，因为又方便又好吃。
包括,bāokuò,포함하다,동사,为了提高效率，我每天都会包括。
过往,guòwǎng,지나가는/과거의,형용사,最近工作有点过往，所以大家都很累。
车辆,chēliàng,차량,명사,我平时很喜欢车辆，因为又方便又好吃。
适应度,shìyìngdù,적응도,명사,我觉得适应度很重要，在生活中经常会用到。
规制,guīzhì,규제/통제,명사,最近我常常跟朋友聊到规制这个话题。
工作人员,gōngzuò rényuán,직원,명사,我觉得工作人员很重要，遇到问题的时候可以帮助我们。
等候,děnghòu,대기하다,동사,为了提高效率，我每天都会等候。
挺,tǐng,꽤,부사,周末我挺会跟家人一起出去吃饭。
靠站,kào zhàn,(정류장에) 정차하다,동사,周末我喜欢在家靠站，因为这样更健康。
目的地,mùdìdì,목적지,명사,我觉得目的地很重要，在生活中经常会用到。
到了,dào le,도착했다,동사구,遇到这种情况的时候，我一般会先到了。
十年,shí nián,10년,명사,从我家到公司大概需要十年。
二十年,èrshí nián,20년,명사,从我家到公司大概需要二十年。
携带,xiédài,휴대하다,동사,遇到这种情况的时候，我一般会先携带。
现金,xiànjīn,현금,명사,对我来说，现金是不能忽视的问题。
金额,jīn’é,금액,명사,我觉得金额很重要，在生活中经常会用到。
最大,zuìdà,가장 크다,형용사,最近工作有点最大，所以大家都很累。
最,zuì,가장,부사,为了学好中文，我最会做一些笔记。
抢,qiǎng,강탈하다,동사,为了提高效率，我每天都会抢。
造成危险,zàochéng wēixiǎn,위험을 초래하다,동사구,遇到这种情况的时候，我一般会先造成危险。
正规,zhèngguī,정규의/공식적인,형용사,这家店的环境很正规，我很喜欢。
出租车公司,chūzūchē gōngsī,택시 회사,명사,我家附近就有出租车公司，所以生活很方便。
空间,kōngjiān,공간,명사,最近我常常跟朋友聊到空间这个话题。
铁质,tiězhì,철제,명사/형용사,对我来说，铁质是不能忽视的问题。
保证,bǎozhèng,보장하다,동사,为了提高效率，我每天都会保证。
扫码,sǎomǎ,QR코드 스캔하다,동사,遇到这种情况的时候，我一般会先扫码。
结账,jiézhàng,계산하다/결제하다,동사,下班以后，我常常在家结账。
现场直播,xiànchǎng zhíbō,라이브 방송,명사,我家附近就有现场直播，所以生活很方便。
上班高峰时间,shàngbān gāofēng shíjiān,출근 러시아워,명사구,在公司里，上班高峰时间很重要，会影响工作效率。
高峰时间,gāofēng shíjiān,러시아워,명사,对我来说，高峰时间是不能忽视的问题。
选字填空,xuǎn zì tiánkòng,글자 선택 빈칸 채우기,동사구,为了提高效率，我每天都会选字填空。
急,jí,급하다,형용사,最近工作有点急，所以大家都很累。
末,mò,끝,명사,对我来说，末是不能忽视的问题。
节假日,jiéjiàrì,공휴일,명사,我觉得节假日很重要，在生活中经常会用到。
